Ordinance,Pool,Meter,Year,nrows,MFStart,MfEnd,MFLength,WTCStart,WTCEnd,WTCLength,Distance,DistanceFromEdge,Co_WTC,Co_MF,Co,1,2,3,4,5,ClayAvg,Clay %
NS,2,5,2020,7,98,98,0,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.96
NS,2,5,2020,7,98,98,0,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.44
NS,2,5,2020,7,98,98,0,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,75.92
NS,2,6,2020,7,NA,NA,NA,NA,NA,NA,6.1,6.1,NA,NA,NA,79,81,76,76,75,77.4,77.4
NS,2,6,2020,7,NA,NA,NA,NA,NA,NA,6.3,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6
NS,2,6,2020,7,NA,NA,NA,NA,NA,NA,6.5,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8
NS,2,6,2020,7,NA,NA,NA,NA,NA,NA,6.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
NS,2,6,2020,7,NA,NA,NA,NA,NA,NA,6.9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.2
NS,2,6,2021,7,61,95,34,NA,NA,NA,6.1,6.1,NA,0,0,79,81,76,76,75,77.4,77.4
NS,2,6,2021,7,61,95,34,NA,NA,NA,6.3,6.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.6
NS,2,6,2021,7,61,95,34,NA,NA,NA,6.5,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,77.8
NS,2,6,2021,7,61,95,34,NA,NA,NA,6.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,78
NS,2,6,2021,7,61,95,34,NA,NA,NA,6.9,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,78.2
NS,2,6,2018,4,103,103,0,NA,NA,NA,6.1,6.1,NA,0,0,79,81,76,76,75,77.4,77.4
NS,2,6,2018,4,103,103,0,NA,NA,NA,6.3,6.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.6
NS,2,6,2018,4,103,103,0,NA,NA,NA,6.5,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,77.8
NS,2,6,2018,4,103,103,0,NA,NA,NA,6.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,78
NS,2,6,2018,4,103,103,0,NA,NA,NA,6.9,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,78.2
NS,2,6,2019,5,74,102,28,NA,NA,NA,6.1,6.1,NA,0,0,79,81,76,76,75,77.4,77.4
NS,2,6,2019,5,74,102,28,NA,NA,NA,6.3,6.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.6
NS,2,6,2019,5,74,102,28,NA,NA,NA,6.5,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,77.8
NS,2,6,2019,5,74,102,28,NA,NA,NA,6.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,78
NS,2,6,2019,5,74,102,28,NA,NA,NA,6.9,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,78.2
NS,2,7,2019,5,67,102,35,NA,NA,NA,7.1,5.3,NA,0,0,81,83,79,75,74,78.4,78.4
NS,2,7,2019,5,67,102,35,NA,NA,NA,7.3,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.24
NS,2,7,2019,5,67,102,35,NA,NA,NA,7.5,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,76.08
NS,2,7,2019,5,67,102,35,NA,NA,NA,7.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.92
NS,2,7,2019,5,67,102,35,NA,NA,NA,7.9,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,73.76
NS,2,7,2020,7,92,98,6,NA,NA,NA,7.1,5.3,NA,0,0,81,83,79,75,74,78.4,78.4
NS,2,7,2020,7,92,98,6,NA,NA,NA,7.3,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.24
NS,2,7,2020,7,92,98,6,NA,NA,NA,7.5,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,76.08
NS,2,7,2020,7,92,98,6,NA,NA,NA,7.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.92
NS,2,7,2020,7,92,98,6,NA,NA,NA,7.9,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,73.76
NS,2,7,2021,7,61,95,34,75,75,0,7.1,5.3,1,1,1,81,83,79,75,74,78.4,78.4
NS,2,7,2021,7,61,95,34,75,75,0,7.3,5.1,1,1,1,NA,NA,NA,NA,NA,NA,77.24
NS,2,7,2021,7,61,95,34,75,75,0,7.5,4.9,1,1,1,NA,NA,NA,NA,NA,NA,76.08
NS,2,7,2021,7,61,95,34,75,75,0,7.7,4.7,1,1,1,NA,NA,NA,NA,NA,NA,74.92
NS,2,7,2021,7,61,95,34,75,75,0,7.9,4.5,1,1,1,NA,NA,NA,NA,NA,NA,73.76
NS,2,7,2018,4,103,103,0,NA,NA,NA,7.1,5.3,NA,0,0,81,83,79,75,74,78.4,78.4
NS,2,7,2018,4,103,103,0,NA,NA,NA,7.3,5.1,NA,0,0,NA,NA,NA,NA,NA,NA,77.24
NS,2,7,2018,4,103,103,0,NA,NA,NA,7.5,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,76.08
NS,2,7,2018,4,103,103,0,NA,NA,NA,7.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,74.92
NS,2,7,2018,4,103,103,0,NA,NA,NA,7.9,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,73.76
NS,2,8,2018,4,103,117,14,NA,NA,NA,8.1,4.3,NA,0,0,68,79,71,72,73,72.6,72.6
NS,2,8,2018,4,103,117,14,NA,NA,NA,8.9,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,67.16
NS,2,8,2018,4,103,117,14,NA,NA,NA,8.3,4.1,NA,0,0,NA,NA,NA,NA,NA,NA,71.24
NS,2,8,2018,4,103,117,14,NA,NA,NA,8.5,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,69.88
NS,2,8,2018,4,103,117,14,NA,NA,NA,8.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,68.52
NS,2,8,2019,5,67,102,35,NA,NA,NA,8.1,4.3,NA,0,0,68,79,71,72,73,72.6,72.6
NS,2,8,2019,5,67,102,35,NA,NA,NA,8.9,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,67.16
NS,2,8,2019,5,67,102,35,NA,NA,NA,8.3,4.1,NA,0,0,NA,NA,NA,NA,NA,NA,71.24
NS,2,8,2019,5,67,102,35,NA,NA,NA,8.5,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,69.88
NS,2,8,2019,5,67,102,35,NA,NA,NA,8.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,68.52
NS,2,8,2020,7,92,107,15,NA,NA,NA,8.1,4.3,NA,0,0,68,79,71,72,73,72.6,72.6
NS,2,8,2020,7,92,107,15,NA,NA,NA,8.9,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,67.16
NS,2,8,2020,7,92,107,15,NA,NA,NA,8.3,4.1,NA,0,0,NA,NA,NA,NA,NA,NA,71.24
NS,2,8,2020,7,92,107,15,NA,NA,NA,8.5,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,69.88
NS,2,8,2020,7,92,107,15,NA,NA,NA,8.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,68.52
NS,2,8,2021,7,61,95,34,75,95,20,8.1,4.3,1,1,1,68,79,71,72,73,72.6,72.6
NS,2,8,2021,7,61,95,34,75,95,20,8.9,3.5,1,1,1,NA,NA,NA,NA,NA,NA,67.16
NS,2,8,2021,7,61,95,34,75,95,20,8.3,4.1,1,1,1,NA,NA,NA,NA,NA,NA,71.24
NS,2,8,2021,7,61,95,34,75,95,20,8.5,3.9,1,1,1,NA,NA,NA,NA,NA,NA,69.88
NS,2,8,2021,7,61,95,34,75,95,20,8.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,68.52
NS,2,9,2021,7,47,95,48,75,95,20,9.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,64.6
NS,2,9,2021,7,47,95,48,75,95,20,9.1,3.3,1,1,1,71,65,64,62,67,65.8,65.8
NS,2,9,2021,7,47,95,48,75,95,20,9.3,3.1,1,1,1,NA,NA,NA,NA,NA,NA,65.4
NS,2,9,2021,7,47,95,48,75,95,20,9.5,2.9,1,1,1,NA,NA,NA,NA,NA,NA,65
NS,2,9,2021,7,47,95,48,75,95,20,9.9,2.5,1,1,1,NA,NA,NA,NA,NA,NA,64.2
NS,2,9,2018,4,110,110,0,110,117,7,9.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,64.6
NS,2,9,2018,4,110,110,0,110,117,7,9.1,3.3,1,1,1,71,65,64,62,67,65.8,65.8
NS,2,9,2018,4,110,110,0,110,117,7,9.3,3.1,1,1,1,NA,NA,NA,NA,NA,NA,65.4
NS,2,9,2018,4,110,110,0,110,117,7,9.5,2.9,1,1,1,NA,NA,NA,NA,NA,NA,65
NS,2,9,2018,4,110,110,0,110,117,7,9.9,2.5,1,1,1,NA,NA,NA,NA,NA,NA,64.2
NS,2,9,2019,5,67,102,35,95,102,7,9.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,64.6
NS,2,9,2019,5,67,102,35,95,102,7,9.1,3.3,1,1,1,71,65,64,62,67,65.8,65.8
NS,2,9,2019,5,67,102,35,95,102,7,9.3,3.1,1,1,1,NA,NA,NA,NA,NA,NA,65.4
NS,2,9,2019,5,67,102,35,95,102,7,9.5,2.9,1,1,1,NA,NA,NA,NA,NA,NA,65
NS,2,9,2019,5,67,102,35,95,102,7,9.9,2.5,1,1,1,NA,NA,NA,NA,NA,NA,64.2
NS,2,9,2020,7,NA,NA,NA,NA,NA,NA,9.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6
NS,2,9,2020,7,NA,NA,NA,NA,NA,NA,9.1,3.3,NA,NA,NA,71,65,64,62,67,65.8,65.8
NS,2,9,2020,7,NA,NA,NA,NA,NA,NA,9.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4
NS,2,9,2020,7,NA,NA,NA,NA,NA,NA,9.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
NS,2,9,2020,7,NA,NA,NA,NA,NA,NA,9.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2
NS,3,0,2018,4,NA,NA,NA,117,117,0,0.1,0.1,0,NA,0,14,21,16,19,24,18.8,18.8
NS,3,0,2018,4,NA,NA,NA,117,117,0,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,19.6
NS,3,0,2018,4,NA,NA,NA,117,117,0,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.4
NS,3,0,2018,4,NA,NA,NA,117,117,0,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.2
NS,3,0,2018,4,NA,NA,NA,117,117,0,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22
NS,3,0,2021,7,NA,NA,NA,75,81,6,0.1,0.1,0,NA,0,14,21,16,19,24,18.8,18.8
NS,3,0,2021,7,NA,NA,NA,75,81,6,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,19.6
NS,3,0,2021,7,NA,NA,NA,75,81,6,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.4
NS,3,0,2021,7,NA,NA,NA,75,81,6,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.2
NS,3,0,2021,7,NA,NA,NA,75,81,6,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22
NS,3,0,2019,1,NA,NA,NA,102,102,0,0.1,0.1,0,NA,0,14,21,16,19,24,18.8,18.8
NS,3,0,2019,1,NA,NA,NA,102,102,0,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,19.6
NS,3,0,2019,1,NA,NA,NA,102,102,0,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.4
NS,3,0,2019,1,NA,NA,NA,102,102,0,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.2
NS,3,0,2019,1,NA,NA,NA,102,102,0,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22
NS,3,0,2020,6,NA,NA,NA,71,92,21,0.1,0.1,0,NA,0,14,21,16,19,24,18.8,18.8
NS,3,0,2020,6,NA,NA,NA,71,92,21,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,19.6
NS,3,0,2020,6,NA,NA,NA,71,92,21,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,20.4
NS,3,0,2020,6,NA,NA,NA,71,92,21,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,21.2
NS,3,0,2020,6,NA,NA,NA,71,92,21,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22
NS,3,1,2019,1,NA,NA,NA,NA,NA,NA,1.1,1.1,NA,NA,NA,25,24,21,18,26,22.8,22.8
NS,3,1,2019,1,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.84
NS,3,1,2019,1,NA,NA,NA,NA,NA,NA,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.36
NS,3,1,2019,1,NA,NA,NA,NA,NA,NA,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.88
NS,3,1,2019,1,NA,NA,NA,NA,NA,NA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32
NS,3,1,2018,4,NA,NA,NA,117,117,0,1.1,1.1,0,NA,0,25,24,21,18,26,22.8,22.8
NS,3,1,2018,4,NA,NA,NA,117,117,0,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,27.84
NS,3,1,2018,4,NA,NA,NA,117,117,0,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,30.36
NS,3,1,2018,4,NA,NA,NA,117,117,0,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,32.88
NS,3,1,2018,4,NA,NA,NA,117,117,0,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.32
NS,3,1,2021,7,NA,NA,NA,75,81,6,1.1,1.1,0,NA,0,25,24,21,18,26,22.8,22.8
NS,3,1,2021,7,NA,NA,NA,75,81,6,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,27.84
NS,3,1,2021,7,NA,NA,NA,75,81,6,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,30.36
NS,3,1,2021,7,NA,NA,NA,75,81,6,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,32.88
NS,3,1,2021,7,NA,NA,NA,75,81,6,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.32
NS,3,1,2020,6,NA,NA,NA,71,107,36,1.1,1.1,0,NA,0,25,24,21,18,26,22.8,22.8
NS,3,1,2020,6,NA,NA,NA,71,107,36,1.5,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,27.84
NS,3,1,2020,6,NA,NA,NA,71,107,36,1.7,1.7,0,NA,0,NA,NA,NA,NA,NA,NA,30.36
NS,3,1,2020,6,NA,NA,NA,71,107,36,1.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,32.88
NS,3,1,2020,6,NA,NA,NA,71,107,36,1.3,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.32
NS,3,10,2020,6,71,71,0,92,107,15,10.1,4.7,1,1,1,63,68,65,65,58,63.8,63.8
NS,3,10,2020,6,71,71,0,92,107,15,10.3,4.5,1,1,1,NA,NA,NA,NA,NA,NA,62.24
NS,3,10,2020,6,71,71,0,92,107,15,10.5,4.3,1,1,1,NA,NA,NA,NA,NA,NA,60.68
NS,3,10,2020,6,71,71,0,92,107,15,10.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,57.56
NS,3,10,2020,6,71,71,0,92,107,15,10.7,4.1,1,1,1,NA,NA,NA,NA,NA,NA,59.12
NS,3,10,2019,1,NA,NA,NA,102,102,0,10.1,4.7,0,NA,0,63,68,65,65,58,63.8,63.8
NS,3,10,2019,1,NA,NA,NA,102,102,0,10.3,4.5,0,NA,0,NA,NA,NA,NA,NA,NA,62.24
NS,3,10,2019,1,NA,NA,NA,102,102,0,10.5,4.3,0,NA,0,NA,NA,NA,NA,NA,NA,60.68
NS,3,10,2019,1,NA,NA,NA,102,102,0,10.9,3.9,0,NA,0,NA,NA,NA,NA,NA,NA,57.56
NS,3,10,2019,1,NA,NA,NA,102,102,0,10.7,4.1,0,NA,0,NA,NA,NA,NA,NA,NA,59.12
NS,3,10,2021,7,68,103,35,75,95,20,10.1,4.7,1,1,1,63,68,65,65,58,63.8,63.8
NS,3,10,2021,7,68,103,35,75,95,20,10.3,4.5,1,1,1,NA,NA,NA,NA,NA,NA,62.24
NS,3,10,2021,7,68,103,35,75,95,20,10.5,4.3,1,1,1,NA,NA,NA,NA,NA,NA,60.68
NS,3,10,2021,7,68,103,35,75,95,20,10.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,57.56
NS,3,10,2021,7,68,103,35,75,95,20,10.7,4.1,1,1,1,NA,NA,NA,NA,NA,NA,59.12
NS,3,10,2018,4,110,110,0,110,110,0,10.1,4.7,1,1,1,63,68,65,65,58,63.8,63.8
NS,3,10,2018,4,110,110,0,110,110,0,10.3,4.5,1,1,1,NA,NA,NA,NA,NA,NA,62.24
NS,3,10,2018,4,110,110,0,110,110,0,10.5,4.3,1,1,1,NA,NA,NA,NA,NA,NA,60.68
NS,3,10,2018,4,110,110,0,110,110,0,10.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,57.56
NS,3,10,2018,4,110,110,0,110,110,0,10.7,4.1,1,1,1,NA,NA,NA,NA,NA,NA,59.12
NS,3,11,2020,6,71,78,7,78,107,29,11.3,3.5,1,1,1,NA,NA,NA,NA,NA,NA,52.8
NS,3,11,2020,6,71,78,7,78,107,29,11.5,3.3,1,1,1,NA,NA,NA,NA,NA,NA,49.6
NS,3,11,2020,6,71,78,7,78,107,29,11.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,43.2
NS,3,11,2020,6,71,78,7,78,107,29,11.1,3.7,1,1,1,51,57,61,52,59,56,56
NS,3,11,2020,6,71,78,7,78,107,29,11.7,3.1,1,1,1,NA,NA,NA,NA,NA,NA,46.4
NS,3,11,2019,1,NA,NA,NA,102,102,0,11.3,3.5,0,NA,0,NA,NA,NA,NA,NA,NA,52.8
NS,3,11,2019,1,NA,NA,NA,102,102,0,11.5,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,49.6
NS,3,11,2019,1,NA,NA,NA,102,102,0,11.9,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,43.2
NS,3,11,2019,1,NA,NA,NA,102,102,0,11.1,3.7,0,NA,0,51,57,61,52,59,56,56
NS,3,11,2019,1,NA,NA,NA,102,102,0,11.7,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,46.4
NS,3,11,2021,7,68,81,13,61,95,34,11.3,3.5,1,1,1,NA,NA,NA,NA,NA,NA,52.8
NS,3,11,2021,7,68,81,13,61,95,34,11.5,3.3,1,1,1,NA,NA,NA,NA,NA,NA,49.6
NS,3,11,2021,7,68,81,13,61,95,34,11.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,43.2
NS,3,11,2021,7,68,81,13,61,95,34,11.1,3.7,1,1,1,51,57,61,52,59,56,56
NS,3,11,2021,7,68,81,13,61,95,34,11.7,3.1,1,1,1,NA,NA,NA,NA,NA,NA,46.4
NS,3,11,2018,4,NA,NA,NA,110,110,0,11.3,3.5,0,NA,0,NA,NA,NA,NA,NA,NA,52.8
NS,3,11,2018,4,NA,NA,NA,110,110,0,11.5,3.3,0,NA,0,NA,NA,NA,NA,NA,NA,49.6
NS,3,11,2018,4,NA,NA,NA,110,110,0,11.9,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,43.2
NS,3,11,2018,4,NA,NA,NA,110,110,0,11.1,3.7,0,NA,0,51,57,61,52,59,56,56
NS,3,11,2018,4,NA,NA,NA,110,110,0,11.7,3.1,0,NA,0,NA,NA,NA,NA,NA,NA,46.4
NS,3,12,2019,1,NA,NA,NA,102,102,0,12.3,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,37.64
NS,3,12,2019,1,NA,NA,NA,102,102,0,12.7,2.1,0,NA,0,NA,NA,NA,NA,NA,NA,32.92
NS,3,12,2019,1,NA,NA,NA,102,102,0,12.1,2.7,0,NA,0,41,46,37,36,40,40,40
NS,3,12,2019,1,NA,NA,NA,102,102,0,12.5,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,35.28
NS,3,12,2019,1,NA,NA,NA,102,102,0,12.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,30.56
NS,3,12,2021,7,68,68,0,61,75,14,12.3,2.5,1,1,1,NA,NA,NA,NA,NA,NA,37.64
NS,3,12,2021,7,68,68,0,61,75,14,12.7,2.1,1,1,1,NA,NA,NA,NA,NA,NA,32.92
NS,3,12,2021,7,68,68,0,61,75,14,12.1,2.7,1,1,1,41,46,37,36,40,40,40
NS,3,12,2021,7,68,68,0,61,75,14,12.5,2.3,1,1,1,NA,NA,NA,NA,NA,NA,35.28
NS,3,12,2021,7,68,68,0,61,75,14,12.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,30.56
NS,3,12,2020,6,71,71,0,98,107,9,12.3,2.5,1,1,1,NA,NA,NA,NA,NA,NA,37.64
NS,3,12,2020,6,71,71,0,98,107,9,12.7,2.1,1,1,1,NA,NA,NA,NA,NA,NA,32.92
NS,3,12,2020,6,71,71,0,98,107,9,12.1,2.7,1,1,1,41,46,37,36,40,40,40
NS,3,12,2020,6,71,71,0,98,107,9,12.5,2.3,1,1,1,NA,NA,NA,NA,NA,NA,35.28
NS,3,12,2020,6,71,71,0,98,107,9,12.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,30.56
NS,3,12,2018,4,NA,NA,NA,110,124,14,12.3,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,37.64
NS,3,12,2018,4,NA,NA,NA,110,124,14,12.7,2.1,0,NA,0,NA,NA,NA,NA,NA,NA,32.92
NS,3,12,2018,4,NA,NA,NA,110,124,14,12.1,2.7,0,NA,0,41,46,37,36,40,40,40
NS,3,12,2018,4,NA,NA,NA,110,124,14,12.5,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,35.28
NS,3,12,2018,4,NA,NA,NA,110,124,14,12.9,1.9,0,NA,0,NA,NA,NA,NA,NA,NA,30.56
NS,3,13,2019,1,NA,NA,NA,102,102,0,13.1,1.7,0,NA,0,31,26,25,26,33,28.2,28.2
NS,3,13,2019,1,NA,NA,NA,102,102,0,13.3,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,26.88
NS,3,13,2019,1,NA,NA,NA,102,102,0,13.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22.92
NS,3,13,2019,1,NA,NA,NA,102,102,0,13.5,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.56
NS,3,13,2019,1,NA,NA,NA,102,102,0,13.7,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,24.24
NS,3,13,2018,3,NA,NA,NA,110,110,0,13.1,1.7,0,NA,0,31,26,25,26,33,28.2,28.2
NS,3,13,2018,3,NA,NA,NA,110,110,0,13.3,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,26.88
NS,3,13,2018,3,NA,NA,NA,110,110,0,13.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22.92
NS,3,13,2018,3,NA,NA,NA,110,110,0,13.5,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.56
NS,3,13,2018,3,NA,NA,NA,110,110,0,13.7,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,24.24
NS,3,13,2021,7,NA,NA,NA,68,75,7,13.1,1.7,0,NA,0,31,26,25,26,33,28.2,28.2
NS,3,13,2021,7,NA,NA,NA,68,75,7,13.3,1.5,0,NA,0,NA,NA,NA,NA,NA,NA,26.88
NS,3,13,2021,7,NA,NA,NA,68,75,7,13.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,22.92
NS,3,13,2021,7,NA,NA,NA,68,75,7,13.5,1.3,0,NA,0,NA,NA,NA,NA,NA,NA,25.56
NS,3,13,2021,7,NA,NA,NA,68,75,7,13.7,1.1,0,NA,0,NA,NA,NA,NA,NA,NA,24.24
NS,3,13,2020,6,71,71,0,98,98,0,13.1,1.7,1,1,1,31,26,25,26,33,28.2,28.2
NS,3,13,2020,6,71,71,0,98,98,0,13.3,1.5,1,1,1,NA,NA,NA,NA,NA,NA,26.88
NS,3,13,2020,6,71,71,0,98,98,0,13.9,0.9,1,1,1,NA,NA,NA,NA,NA,NA,22.92
NS,3,13,2020,6,71,71,0,98,98,0,13.5,1.3,1,1,1,NA,NA,NA,NA,NA,NA,25.56
NS,3,13,2020,6,71,71,0,98,98,0,13.7,1.1,1,1,1,NA,NA,NA,NA,NA,NA,24.24
NS,3,14,2019,1,NA,NA,NA,102,102,0,14.1,0.7,0,NA,0,21,25,23,19,20,21.6,21.6
NS,3,14,2019,1,NA,NA,NA,102,102,0,14.5,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2019,1,NA,NA,NA,102,102,0,14.3,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2019,1,NA,NA,NA,102,102,0,14.7,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2020,5,NA,NA,NA,NA,NA,NA,14.1,0.7,NA,NA,NA,21,25,23,19,20,21.6,21.6
NS,3,14,2020,5,NA,NA,NA,NA,NA,NA,14.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2020,5,NA,NA,NA,NA,NA,NA,14.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2020,5,NA,NA,NA,NA,NA,NA,14.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2018,3,NA,NA,NA,110,110,0,14.1,0.7,0,NA,0,21,25,23,19,20,21.6,21.6
NS,3,14,2018,3,NA,NA,NA,110,110,0,14.5,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2018,3,NA,NA,NA,110,110,0,14.3,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2018,3,NA,NA,NA,110,110,0,14.7,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2021,5,NA,NA,NA,81,81,0,14.1,0.7,0,NA,0,21,25,23,19,20,21.6,21.6
NS,3,14,2021,5,NA,NA,NA,81,81,0,14.5,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2021,5,NA,NA,NA,81,81,0,14.3,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,14,2021,5,NA,NA,NA,81,81,0,14.7,0.1,0,NA,0,NA,NA,NA,NA,NA,NA,21.6
NS,3,2,2021,7,81,81,0,81,81,0,2.1,2.1,1,1,1,35,39,31,40,32,35.4,35.4
NS,3,2,2021,7,81,81,0,81,81,0,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,40.24
NS,3,2,2021,7,81,81,0,81,81,0,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,49.92
NS,3,2,2021,7,81,81,0,81,81,0,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,54.76
