Ordinance,Pool,Meter,Year,nrows,MFStart,MfEnd,MFLength,WTCStart,WTCEnd,WTCLength,Distance,DistanceFromEdge,Co_WTC,Co_MF,Co,1,2,3,4,5,ClayAvg,Clay %
WE,1,4,2020,6,71,71,0,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,52.68
WE,1,4,2020,6,71,71,0,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,62.04
WE,1,4,2020,6,71,71,0,NA,NA,NA,4.1,4.1,NA,0,0,25,26,23,25,24,24.6,24.6
WE,1,4,2019,2,NA,NA,NA,NA,NA,NA,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.96
WE,1,4,2019,2,NA,NA,NA,NA,NA,NA,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.32
WE,1,4,2019,2,NA,NA,NA,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.68
WE,1,4,2019,2,NA,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.04
WE,1,4,2019,2,NA,NA,NA,NA,NA,NA,4.1,4.1,NA,NA,NA,25,26,23,25,24,24.6,24.6
WE,1,4,2021,7,95,95,0,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,33.96
WE,1,4,2021,7,95,95,0,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,43.32
WE,1,4,2021,7,95,95,0,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,52.68
WE,1,4,2021,7,95,95,0,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,62.04
WE,1,4,2021,7,95,95,0,NA,NA,NA,4.1,4.1,NA,0,0,25,26,23,25,24,24.6,24.6
WE,1,5,2020,6,71,71,0,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,73.52
WE,1,5,2020,6,71,71,0,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,77.76
WE,1,5,2020,6,71,71,0,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,75.64
WE,1,5,2020,6,71,71,0,NA,NA,NA,5.1,5.1,NA,0,0,73,65,69,74,76,71.4,71.4
WE,1,5,2020,6,71,71,0,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,79.88
WE,1,5,2019,2,NA,NA,NA,NA,NA,NA,5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.52
WE,1,5,2019,2,NA,NA,NA,NA,NA,NA,5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.76
WE,1,5,2019,2,NA,NA,NA,NA,NA,NA,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.64
WE,1,5,2019,2,NA,NA,NA,NA,NA,NA,5.1,5.1,NA,NA,NA,73,65,69,74,76,71.4,71.4
WE,1,5,2019,2,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.88
WE,1,5,2021,7,47,47,0,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,73.52
WE,1,5,2021,7,47,47,0,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,77.76
WE,1,5,2021,7,47,47,0,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,75.64
WE,1,5,2021,7,47,47,0,NA,NA,NA,5.1,5.1,NA,0,0,73,65,69,74,76,71.4,71.4
WE,1,5,2021,7,47,47,0,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,79.88
WE,1,5,2018,9,103,117,14,NA,NA,NA,5.3,5.3,NA,0,0,NA,NA,NA,NA,NA,NA,73.52
WE,1,5,2018,9,103,117,14,NA,NA,NA,5.7,5.7,NA,0,0,NA,NA,NA,NA,NA,NA,77.76
WE,1,5,2018,9,103,117,14,NA,NA,NA,5.5,5.5,NA,0,0,NA,NA,NA,NA,NA,NA,75.64
WE,1,5,2018,9,103,117,14,NA,NA,NA,5.1,5.1,NA,0,0,73,65,69,74,76,71.4,71.4
WE,1,5,2018,9,103,117,14,NA,NA,NA,5.9,5.9,NA,0,0,NA,NA,NA,NA,NA,NA,79.88
WE,1,6,2020,6,NA,NA,NA,NA,NA,NA,6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6
WE,1,6,2020,6,NA,NA,NA,NA,NA,NA,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2
WE,1,6,2020,6,NA,NA,NA,NA,NA,NA,6.1,6.1,NA,NA,NA,85,82,84,76,83,82,82
WE,1,6,2020,6,NA,NA,NA,NA,NA,NA,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4
WE,1,6,2020,6,NA,NA,NA,NA,NA,NA,6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8
WE,1,6,2018,9,103,117,14,NA,NA,NA,6.3,6.3,NA,0,0,NA,NA,NA,NA,NA,NA,81.6
WE,1,6,2018,9,103,117,14,NA,NA,NA,6.5,6.5,NA,0,0,NA,NA,NA,NA,NA,NA,81.2
WE,1,6,2018,9,103,117,14,NA,NA,NA,6.1,6.1,NA,0,0,85,82,84,76,83,82,82
WE,1,6,2018,9,103,117,14,NA,NA,NA,6.9,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,80.4
WE,1,6,2018,9,103,117,14,NA,NA,NA,6.7,6.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.8
WE,1,6,2021,7,81,95,14,NA,NA,NA,6.3,6.3,NA,0,0,NA,NA,NA,NA,NA,NA,81.6
WE,1,6,2021,7,81,95,14,NA,NA,NA,6.5,6.5,NA,0,0,NA,NA,NA,NA,NA,NA,81.2
WE,1,6,2021,7,81,95,14,NA,NA,NA,6.1,6.1,NA,0,0,85,82,84,76,83,82,82
WE,1,6,2021,7,81,95,14,NA,NA,NA,6.9,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,80.4
WE,1,6,2021,7,81,95,14,NA,NA,NA,6.7,6.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.8
WE,1,6,2019,2,NA,NA,NA,NA,NA,NA,6.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6
WE,1,6,2019,2,NA,NA,NA,NA,NA,NA,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2
WE,1,6,2019,2,NA,NA,NA,NA,NA,NA,6.1,6.1,NA,NA,NA,85,82,84,76,83,82,82
WE,1,6,2019,2,NA,NA,NA,NA,NA,NA,6.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4
WE,1,6,2019,2,NA,NA,NA,NA,NA,NA,6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8
WE,1,7,2018,9,96,117,21,NA,NA,NA,7.1,7.1,NA,0,0,85,83,84,73,75,80,80
WE,1,7,2018,9,96,117,21,NA,NA,NA,7.3,7.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.68
WE,1,7,2018,9,96,117,21,NA,NA,NA,7.5,7.5,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,7,2018,9,96,117,21,NA,NA,NA,7.9,7.9,NA,0,0,NA,NA,NA,NA,NA,NA,78.72
WE,1,7,2018,9,96,117,21,NA,NA,NA,7.7,7.7,NA,0,0,NA,NA,NA,NA,NA,NA,79.04
WE,1,7,2020,6,NA,NA,NA,NA,NA,NA,7.1,7.1,NA,NA,NA,85,83,84,73,75,80,80
WE,1,7,2020,6,NA,NA,NA,NA,NA,NA,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.68
WE,1,7,2020,6,NA,NA,NA,NA,NA,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,7,2020,6,NA,NA,NA,NA,NA,NA,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.72
WE,1,7,2020,6,NA,NA,NA,NA,NA,NA,7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.04
WE,1,7,2019,2,NA,NA,NA,NA,NA,NA,7.1,7.1,NA,NA,NA,85,83,84,73,75,80,80
WE,1,7,2019,2,NA,NA,NA,NA,NA,NA,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.68
WE,1,7,2019,2,NA,NA,NA,NA,NA,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,7,2019,2,NA,NA,NA,NA,NA,NA,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.72
WE,1,7,2019,2,NA,NA,NA,NA,NA,NA,7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.04
WE,1,7,2021,7,103,103,0,NA,NA,NA,7.1,7.1,NA,0,0,85,83,84,73,75,80,80
WE,1,7,2021,7,103,103,0,NA,NA,NA,7.3,7.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.68
WE,1,7,2021,7,103,103,0,NA,NA,NA,7.5,7.5,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,7,2021,7,103,103,0,NA,NA,NA,7.9,7.9,NA,0,0,NA,NA,NA,NA,NA,NA,78.72
WE,1,7,2021,7,103,103,0,NA,NA,NA,7.7,7.7,NA,0,0,NA,NA,NA,NA,NA,NA,79.04
WE,1,8,2020,6,NA,NA,NA,NA,NA,NA,8.1,8.1,NA,NA,NA,76,78,75,85,78,78.4,78.4
WE,1,8,2020,6,NA,NA,NA,NA,NA,NA,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64
WE,1,8,2020,6,NA,NA,NA,NA,NA,NA,8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.12
WE,1,8,2020,6,NA,NA,NA,NA,NA,NA,8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,8,2020,6,NA,NA,NA,NA,NA,NA,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.88
WE,1,8,2018,9,103,117,14,NA,NA,NA,8.1,8.1,NA,0,0,76,78,75,85,78,78.4,78.4
WE,1,8,2018,9,103,117,14,NA,NA,NA,8.3,8.3,NA,0,0,NA,NA,NA,NA,NA,NA,78.64
WE,1,8,2018,9,103,117,14,NA,NA,NA,8.7,8.7,NA,0,0,NA,NA,NA,NA,NA,NA,79.12
WE,1,8,2018,9,103,117,14,NA,NA,NA,8.9,8.9,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,8,2018,9,103,117,14,NA,NA,NA,8.5,8.5,NA,0,0,NA,NA,NA,NA,NA,NA,78.88
WE,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.1,8.1,NA,NA,NA,76,78,75,85,78,78.4,78.4
WE,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64
WE,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.12
WE,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.36
WE,1,8,2019,2,NA,NA,NA,NA,NA,NA,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.88
WE,1,8,2021,7,103,103,0,NA,NA,NA,8.1,8.1,NA,0,0,76,78,75,85,78,78.4,78.4
WE,1,8,2021,7,103,103,0,NA,NA,NA,8.3,8.3,NA,0,0,NA,NA,NA,NA,NA,NA,78.64
WE,1,8,2021,7,103,103,0,NA,NA,NA,8.7,8.7,NA,0,0,NA,NA,NA,NA,NA,NA,79.12
WE,1,8,2021,7,103,103,0,NA,NA,NA,8.9,8.9,NA,0,0,NA,NA,NA,NA,NA,NA,79.36
WE,1,8,2021,7,103,103,0,NA,NA,NA,8.5,8.5,NA,0,0,NA,NA,NA,NA,NA,NA,78.88
WE,1,9,2020,6,58,71,13,NA,NA,NA,9.1,9.1,NA,0,0,85,81,73,79,80,79.6,79.6
WE,1,9,2020,6,58,71,13,NA,NA,NA,9.9,9.9,NA,0,0,NA,NA,NA,NA,NA,NA,81.04
WE,1,9,2020,6,58,71,13,NA,NA,NA,9.7,9.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.68
WE,1,9,2020,6,58,71,13,NA,NA,NA,9.3,9.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.96
WE,1,9,2020,6,58,71,13,NA,NA,NA,9.5,9.5,NA,0,0,NA,NA,NA,NA,NA,NA,80.32
WE,1,9,2019,2,NA,NA,NA,NA,NA,NA,9.1,9.1,NA,NA,NA,85,81,73,79,80,79.6,79.6
WE,1,9,2019,2,NA,NA,NA,NA,NA,NA,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.04
WE,1,9,2019,2,NA,NA,NA,NA,NA,NA,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.68
WE,1,9,2019,2,NA,NA,NA,NA,NA,NA,9.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.96
WE,1,9,2019,2,NA,NA,NA,NA,NA,NA,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.32
WE,1,9,2021,7,95,95,0,NA,NA,NA,9.1,9.1,NA,0,0,85,81,73,79,80,79.6,79.6
WE,1,9,2021,7,95,95,0,NA,NA,NA,9.9,9.9,NA,0,0,NA,NA,NA,NA,NA,NA,81.04
WE,1,9,2021,7,95,95,0,NA,NA,NA,9.7,9.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.68
WE,1,9,2021,7,95,95,0,NA,NA,NA,9.3,9.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.96
WE,1,9,2021,7,95,95,0,NA,NA,NA,9.5,9.5,NA,0,0,NA,NA,NA,NA,NA,NA,80.32
WE,1,9,2018,9,96,117,21,NA,NA,NA,9.1,9.1,NA,0,0,85,81,73,79,80,79.6,79.6
WE,1,9,2018,9,96,117,21,NA,NA,NA,9.9,9.9,NA,0,0,NA,NA,NA,NA,NA,NA,81.04
WE,1,9,2018,9,96,117,21,NA,NA,NA,9.7,9.7,NA,0,0,NA,NA,NA,NA,NA,NA,80.68
WE,1,9,2018,9,96,117,21,NA,NA,NA,9.3,9.3,NA,0,0,NA,NA,NA,NA,NA,NA,79.96
WE,1,9,2018,9,96,117,21,NA,NA,NA,9.5,9.5,NA,0,0,NA,NA,NA,NA,NA,NA,80.32
WE,2,0,2018,2,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,26,24,32,31,29,28.4,28.4
WE,2,0,2018,2,NA,NA,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.56
WE,2,0,2018,2,NA,NA,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.04
WE,2,0,2018,2,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.72
WE,2,0,2018,2,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.88
WE,2,0,2019,4,NA,NA,NA,95,95,0,0.1,0.1,0,NA,0,26,24,32,31,29,28.4,28.4
WE,2,0,2019,4,NA,NA,NA,95,95,0,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,27.56
WE,2,0,2019,4,NA,NA,NA,95,95,0,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,25.04
WE,2,0,2019,4,NA,NA,NA,95,95,0,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,26.72
WE,2,0,2019,4,NA,NA,NA,95,95,0,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,25.88
WE,2,0,2020,7,NA,NA,NA,98,107,9,0.1,0.1,0,NA,0,26,24,32,31,29,28.4,28.4
WE,2,0,2020,7,NA,NA,NA,98,107,9,0.3,0.3,0,NA,0,NA,NA,NA,NA,NA,NA,27.56
WE,2,0,2020,7,NA,NA,NA,98,107,9,0.9,0.9,0,NA,0,NA,NA,NA,NA,NA,NA,25.04
WE,2,0,2020,7,NA,NA,NA,98,107,9,0.5,0.5,0,NA,0,NA,NA,NA,NA,NA,NA,26.72
WE,2,0,2020,7,NA,NA,NA,98,107,9,0.7,0.7,0,NA,0,NA,NA,NA,NA,NA,NA,25.88
WE,2,0,2021,7,68,68,0,68,81,13,0.1,0.1,1,1,1,26,24,32,31,29,28.4,28.4
WE,2,0,2021,7,68,68,0,68,81,13,0.3,0.3,1,1,1,NA,NA,NA,NA,NA,NA,27.56
WE,2,0,2021,7,68,68,0,68,81,13,0.9,0.9,1,1,1,NA,NA,NA,NA,NA,NA,25.04
WE,2,0,2021,7,68,68,0,68,81,13,0.5,0.5,1,1,1,NA,NA,NA,NA,NA,NA,26.72
WE,2,0,2021,7,68,68,0,68,81,13,0.7,0.7,1,1,1,NA,NA,NA,NA,NA,NA,25.88
WE,2,1,2018,2,NA,NA,NA,NA,NA,NA,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.12
WE,2,1,2018,2,NA,NA,NA,NA,NA,NA,1.1,1.1,NA,NA,NA,25,26,24,19,27,24.2,24.2
WE,2,1,2018,2,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04
WE,2,1,2018,2,NA,NA,NA,NA,NA,NA,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.96
WE,2,1,2018,2,NA,NA,NA,NA,NA,NA,1.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88
WE,2,1,2021,7,61,95,34,61,95,34,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,33.12
WE,2,1,2021,7,61,95,34,61,95,34,1.1,1.1,1,1,1,25,26,24,19,27,24.2,24.2
WE,2,1,2021,7,61,95,34,61,95,34,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,42.04
WE,2,1,2021,7,61,95,34,61,95,34,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,50.96
WE,2,1,2021,7,61,95,34,61,95,34,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,59.88
WE,2,1,2019,4,74,74,0,95,102,7,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,33.12
WE,2,1,2019,4,74,74,0,95,102,7,1.1,1.1,1,1,1,25,26,24,19,27,24.2,24.2
WE,2,1,2019,4,74,74,0,95,102,7,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,42.04
WE,2,1,2019,4,74,74,0,95,102,7,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,50.96
WE,2,1,2019,4,74,74,0,95,102,7,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,59.88
WE,2,1,2020,7,107,107,0,92,98,6,1.3,1.3,1,1,1,NA,NA,NA,NA,NA,NA,33.12
WE,2,1,2020,7,107,107,0,92,98,6,1.1,1.1,1,1,1,25,26,24,19,27,24.2,24.2
WE,2,1,2020,7,107,107,0,92,98,6,1.5,1.5,1,1,1,NA,NA,NA,NA,NA,NA,42.04
WE,2,1,2020,7,107,107,0,92,98,6,1.7,1.7,1,1,1,NA,NA,NA,NA,NA,NA,50.96
WE,2,1,2020,7,107,107,0,92,98,6,1.9,1.9,1,1,1,NA,NA,NA,NA,NA,NA,59.88
WE,2,2,2018,2,NA,NA,NA,NA,NA,NA,2.1,2.1,NA,NA,NA,67,73,65,71,68,68.8,68.8
WE,2,2,2018,2,NA,NA,NA,NA,NA,NA,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.16
WE,2,2,2018,2,NA,NA,NA,NA,NA,NA,2.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.28
WE,2,2,2018,2,NA,NA,NA,NA,NA,NA,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.92
WE,2,2,2018,2,NA,NA,NA,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.04
WE,2,2,2020,7,98,98,0,NA,NA,NA,2.1,2.1,NA,0,0,67,73,65,71,68,68.8,68.8
WE,2,2,2020,7,98,98,0,NA,NA,NA,2.7,2.7,NA,0,0,NA,NA,NA,NA,NA,NA,72.16
WE,2,2,2020,7,98,98,0,NA,NA,NA,2.9,2.9,NA,0,0,NA,NA,NA,NA,NA,NA,73.28
WE,2,2,2020,7,98,98,0,NA,NA,NA,2.3,2.3,NA,0,0,NA,NA,NA,NA,NA,NA,69.92
WE,2,2,2020,7,98,98,0,NA,NA,NA,2.5,2.5,NA,0,0,NA,NA,NA,NA,NA,NA,71.04
WE,2,2,2021,7,61,95,34,75,81,6,2.1,2.1,1,1,1,67,73,65,71,68,68.8,68.8
WE,2,2,2021,7,61,95,34,75,81,6,2.7,2.7,1,1,1,NA,NA,NA,NA,NA,NA,72.16
WE,2,2,2021,7,61,95,34,75,81,6,2.9,2.9,1,1,1,NA,NA,NA,NA,NA,NA,73.28
WE,2,2,2021,7,61,95,34,75,81,6,2.3,2.3,1,1,1,NA,NA,NA,NA,NA,NA,69.92
WE,2,2,2021,7,61,95,34,75,81,6,2.5,2.5,1,1,1,NA,NA,NA,NA,NA,NA,71.04
WE,2,2,2019,4,NA,NA,NA,95,102,7,2.1,2.1,0,NA,0,67,73,65,71,68,68.8,68.8
WE,2,2,2019,4,NA,NA,NA,95,102,7,2.7,2.7,0,NA,0,NA,NA,NA,NA,NA,NA,72.16
WE,2,2,2019,4,NA,NA,NA,95,102,7,2.9,2.9,0,NA,0,NA,NA,NA,NA,NA,NA,73.28
WE,2,2,2019,4,NA,NA,NA,95,102,7,2.3,2.3,0,NA,0,NA,NA,NA,NA,NA,NA,69.92
WE,2,2,2019,4,NA,NA,NA,95,102,7,2.5,2.5,0,NA,0,NA,NA,NA,NA,NA,NA,71.04
WE,2,3,2018,2,NA,NA,NA,NA,NA,NA,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8
WE,2,3,2018,2,NA,NA,NA,NA,NA,NA,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2
WE,2,3,2018,2,NA,NA,NA,NA,NA,NA,3.1,3.1,NA,NA,NA,75,73,75,78,71,74.4,74.4
WE,2,3,2018,2,NA,NA,NA,NA,NA,NA,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
WE,2,3,2018,2,NA,NA,NA,NA,NA,NA,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6
WE,2,3,2019,4,74,74,0,102,102,0,3.9,3.9,1,1,1,NA,NA,NA,NA,NA,NA,72.8
WE,2,3,2019,4,74,74,0,102,102,0,3.7,3.7,1,1,1,NA,NA,NA,NA,NA,NA,73.2
WE,2,3,2019,4,74,74,0,102,102,0,3.1,3.1,1,1,1,75,73,75,78,71,74.4,74.4
WE,2,3,2019,4,74,74,0,102,102,0,3.3,3.3,1,1,1,NA,NA,NA,NA,NA,NA,74
WE,2,3,2019,4,74,74,0,102,102,0,3.5,3.5,1,1,1,NA,NA,NA,NA,NA,NA,73.6
WE,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8
WE,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2
WE,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.1,3.1,NA,NA,NA,75,73,75,78,71,74.4,74.4
WE,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
WE,2,3,2020,7,NA,NA,NA,NA,NA,NA,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6
WE,2,3,2021,7,61,95,34,NA,NA,NA,3.9,3.9,NA,0,0,NA,NA,NA,NA,NA,NA,72.8
WE,2,3,2021,7,61,95,34,NA,NA,NA,3.7,3.7,NA,0,0,NA,NA,NA,NA,NA,NA,73.2
WE,2,3,2021,7,61,95,34,NA,NA,NA,3.1,3.1,NA,0,0,75,73,75,78,71,74.4,74.4
WE,2,3,2021,7,61,95,34,NA,NA,NA,3.3,3.3,NA,0,0,NA,NA,NA,NA,NA,NA,74
WE,2,3,2021,7,61,95,34,NA,NA,NA,3.5,3.5,NA,0,0,NA,NA,NA,NA,NA,NA,73.6
WE,2,4,2019,4,74,102,28,NA,NA,NA,4.1,4.1,NA,0,0,61,79,81,68,73,72.4,72.4
WE,2,4,2019,4,74,102,28,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,72.28
WE,2,4,2019,4,74,102,28,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.16
WE,2,4,2019,4,74,102,28,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,72.04
WE,2,4,2019,4,74,102,28,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,71.92
WE,2,4,2018,2,NA,NA,NA,NA,NA,NA,4.1,4.1,NA,NA,NA,61,79,81,68,73,72.4,72.4
WE,2,4,2018,2,NA,NA,NA,NA,NA,NA,4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.28
WE,2,4,2018,2,NA,NA,NA,NA,NA,NA,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.16
WE,2,4,2018,2,NA,NA,NA,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.04
WE,2,4,2018,2,NA,NA,NA,NA,NA,NA,4.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.92
WE,2,4,2020,7,71,78,7,78,78,0,4.1,4.1,1,1,1,61,79,81,68,73,72.4,72.4
WE,2,4,2020,7,71,78,7,78,78,0,4.3,4.3,1,1,1,NA,NA,NA,NA,NA,NA,72.28
WE,2,4,2020,7,71,78,7,78,78,0,4.5,4.5,1,1,1,NA,NA,NA,NA,NA,NA,72.16
WE,2,4,2020,7,71,78,7,78,78,0,4.7,4.7,1,1,1,NA,NA,NA,NA,NA,NA,72.04
WE,2,4,2020,7,71,78,7,78,78,0,4.9,4.9,1,1,1,NA,NA,NA,NA,NA,NA,71.92
WE,2,4,2021,7,61,95,34,NA,NA,NA,4.1,4.1,NA,0,0,61,79,81,68,73,72.4,72.4
WE,2,4,2021,7,61,95,34,NA,NA,NA,4.3,4.3,NA,0,0,NA,NA,NA,NA,NA,NA,72.28
WE,2,4,2021,7,61,95,34,NA,NA,NA,4.5,4.5,NA,0,0,NA,NA,NA,NA,NA,NA,72.16
WE,2,4,2021,7,61,95,34,NA,NA,NA,4.7,4.7,NA,0,0,NA,NA,NA,NA,NA,NA,72.04
WE,2,4,2021,7,61,95,34,NA,NA,NA,4.9,4.9,NA,0,0,NA,NA,NA,NA,NA,NA,71.92
WE,2,5,2018,2,NA,NA,NA,NA,NA,NA,5.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.36
WE,2,5,2018,2,NA,NA,NA,NA,NA,NA,5.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.92
WE,2,5,2018,2,NA,NA,NA,NA,NA,NA,5.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.48
